Casting No. / Batch No.,Zn,Fe,Si,Cu,In,Mg,Sn,Ti,Cd,Ga,B,Na,Ni,Oth,V,Al(By Diff)
26A0245208,0.0015,0.071,0.058,0.0006,,0.0013,,0.0008,,0.0113,0.0028,0.0046,0.0027,0.01,0.0082,99.829
26E0299422,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26E0299423,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26E0299424,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26C0259245,0.0016,0.069,0.067,0.0004,,0.001,,0.001,,0.0117,0.0024,0.005,0.0026,0.01,0.0091,99.821
26C0259246,0.0016,0.069,0.067,0.0004,,0.001,,0.001,,0.0117,0.0024,0.005,0.0026,0.01,0.0091,99.821
26C0259247,0.0016,0.069,0.067,0.0004,,0.001,,0.001,,0.0117,0.0024,0.005,0.0026,0.01,0.0091,99.821
26E0299420,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26E0299421,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26F0235408,0.0015,0.073,0.081,0.0005,,0.001,,0.0008,,0.011,0.0026,0.0043,0.0029,0.01,0.0077,99.805
26A0243111,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26A0243112,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26A0243113,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26F0234405,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26A0241108,0.002,0.078,0.073,0.0006,,0.0082,,0.0009,,0.011,0.0023,0.0043,0.0027,0.01,0.0075,99.802
26A0241110,0.002,0.078,0.073,0.0006,,0.0082,,0.0009,,0.011,0.0023,0.0043,0.0027,0.01,0.0075,99.802
26A0241118,0.002,0.078,0.073,0.0006,,0.0082,,0.0009,,0.011,0.0023,0.0043,0.0027,0.01,0.0075,99.802
26A0241119,0.002,0.078,0.073,0.0006,,0.0082,,0.0009,,0.011,0.0023,0.0043,0.0027,0.01,0.0075,99.802
26A0241120,0.002,0.078,0.073,0.0006,,0.0082,,0.0009,,0.011,0.0023,0.0043,0.0027,0.01,0.0075,99.802
26E0318405,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26A0248104,0.0015,0.072,0.073,0.0007,,0.0119,,0.001,,0.0109,0.0026,0.0035,0.0025,0.01,0.009,99.803
26A0248105,0.0015,0.072,0.073,0.0007,,0.0119,,0.001,,0.0109,0.0026,0.0035,0.0025,0.01,0.009,99.803
26A0259110,0.0015,0.069,0.056,0.0004,,0.0009,,0.0008,,0.0116,0.003,0.0043,0.0025,0.01,0.0096,99.832
26A0259111,0.0015,0.069,0.056,0.0004,,0.0009,,0.0008,,0.0116,0.003,0.0043,0.0025,0.01,0.0096,99.832
26D0271402,0.0015,0.071,0.06,0.0006,,0.0026,,0.0008,,0.011,0.0026,0.0035,0.0027,0.01,0.0077,99.828
26D0271403,0.0015,0.071,0.06,0.0006,,0.0026,,0.0008,,0.011,0.0026,0.0035,0.0027,0.01,0.0077,99.828
26D0271404,0.0015,0.071,0.06,0.0006,,0.0026,,0.0008,,0.011,0.0026,0.0035,0.0027,0.01,0.0077,99.828
26D0278413,0.0019,0.07,0.056,0.0002,,0.0015,,0.0014,,0.011,0.0028,0.0047,0.0026,0.01,0.0102,99.83
26D0278414,0.0019,0.07,0.056,0.0002,,0.0015,,0.0014,,0.011,0.0028,0.0047,0.0026,0.01,0.0102,99.83
26D0278415,0.0019,0.07,0.056,0.0002,,0.0015,,0.0014,,0.011,0.0028,0.0047,0.0026,0.01,0.0102,99.83
26B0307106,0.0016,0.082,0.074,0.0006,,0.0076,,0.0008,,0.0107,0.0026,0.0041,0.0024,0.01,0.0085,99.798
26B0307107,0.0016,0.082,0.074,0.0006,,0.0076,,0.0008,,0.0107,0.0026,0.0041,0.0024,0.01,0.0085,99.798
26B0307108,0.0016,0.082,0.074,0.0006,,0.0076,,0.0008,,0.0107,0.0026,0.0041,0.0024,0.01,0.0085,99.798
26C0280122,0.0018,0.072,0.075,0.0008,,0.0099,,0.001,,0.0108,0.003,0.0039,0.0029,0.01,0.0101,99.801
26C0280123,0.0018,0.072,0.075,0.0008,,0.0099,,0.001,,0.0108,0.003,0.0039,0.0029,0.01,0.0101,99.801
26D0276401,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26D0276409,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26D0277301,0.0016,0.084,0.073,0.0004,,0.01,,0.0011,,0.0111,0.0026,0.0043,0.0025,0.01,0.0074,99.795
26D0277302,0.0016,0.084,0.073,0.0004,,0.01,,0.0011,,0.0111,0.0026,0.0043,0.0025,0.01,0.0074,99.795
26D0276415,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26D0277306,0.0016,0.084,0.073,0.0004,,0.01,,0.0011,,0.0111,0.0026,0.0043,0.0025,0.01,0.0074,99.795
26D0277307,0.0016,0.084,0.073,0.0004,,0.01,,0.0011,,0.0111,0.0026,0.0043,0.0025,0.01,0.0074,99.795
26B0307218,0.0016,0.082,0.074,0.0006,,0.0076,,0.0008,,0.0107,0.0026,0.0041,0.0024,0.01,0.0085,99.798
26B0307219,0.0016,0.082,0.074,0.0006,,0.0076,,0.0008,,0.0107,0.0026,0.0041,0.0024,0.01,0.0085,99.798
26C0281201,0.0016,0.073,0.074,0.0005,,0.0093,,0.0019,,0.0109,0.0029,0.004,0.0037,0.01,0.0102,99.8
26A0255111,0.0016,0.069,0.067,0.0004,,0.0095,,0.0009,,0.0108,0.0026,0.0033,0.0034,0.01,0.0087,99.815
26A0257204,0.0016,0.093,0.065,0.0005,,0.0033,,0.0007,,0.0106,0.0026,0.005,0.0023,0.01,0.0089,99.8
26A0257205,0.0016,0.093,0.065,0.0005,,0.0033,,0.0007,,0.0106,0.0026,0.005,0.0023,0.01,0.0089,99.8
26F0246416,0.0015,0.083,0.065,0.0006,,0.0063,,0.0008,,0.0108,0.0021,0.0025,0.0023,0.01,0.007,99.811
26F0247401,0.0016,0.08,0.064,0.0004,,0.0016,,0.0007,,0.0113,0.0023,0.0039,0.0026,0.01,0.0079,99.815
26F0247402,0.0016,0.08,0.064,0.0004,,0.0016,,0.0007,,0.0113,0.0023,0.0039,0.0026,0.01,0.0079,99.815
26D0270318,0.0016,0.078,0.076,0.0009,,0.0091,,0.0008,,0.011,0.0024,0.003,0.0026,0.01,0.0072,99.8
26D0270319,0.0016,0.078,0.076,0.0009,,0.0091,,0.0008,,0.011,0.0024,0.003,0.0026,0.01,0.0072,99.8
26F0256301,0.0024,0.158,0.062,0.0007,,0.0026,,0.0147,,0.0106,0.0049,0.0013,0.0025,0.01,0.0052,99.728
26C0287131,0.0016,0.069,0.072,0.0005,,0.0036,,0.0011,,0.0112,0.0026,0.0045,0.0025,0.01,0.0084,99.815
26D0284317,0.002,0.071,0.065,0.0001,,0.0063,,0.001,,0.0112,0.0024,0.003,0.0026,0.01,0.0079,99.82
26E0313317,0.0016,0.071,0.065,0.0004,,0.0051,,0.0011,,0.0115,0.003,0.0052,0.0029,0.01,0.0098,99.815
26E0313318,0.0016,0.071,0.065,0.0004,,0.0051,,0.0011,,0.0115,0.003,0.0052,0.0029,0.01,0.0098,99.815
26D0274308,0.0019,0.1,0.071,0.004,,0.0016,,0.0008,,0.0112,0.0027,0.0035,0.003,0.01,0.0087,99.786
26D0274309,0.0019,0.1,0.071,0.004,,0.0016,,0.0008,,0.0112,0.0027,0.0035,0.003,0.01,0.0087,99.786
26D0274415,0.0019,0.1,0.071,0.004,,0.0016,,0.0008,,0.0112,0.0027,0.0035,0.003,0.01,0.0087,99.786
26A0277112,0.0016,0.074,0.076,0.0005,,0.0068,,0.0008,,0.0111,0.0023,0.0038,0.0026,0.01,0.0066,99.806
26A0277113,0.0016,0.074,0.076,0.0005,,0.0068,,0.0008,,0.0111,0.0023,0.0038,0.0026,0.01,0.0066,99.806
26A0277114,0.0016,0.074,0.076,0.0005,,0.0068,,0.0008,,0.0111,0.0023,0.0038,0.0026,0.01,0.0066,99.806
26B0303210,0.0017,0.072,0.063,0.0004,,0.0012,,0.0013,,0.011,0.0029,0.0041,0.0036,0.01,0.0095,99.822
26B0314202,0.0017,0.07,0.071,0.0004,,0.005,,0.0009,,0.0107,0.0028,0.0048,0.0034,0.01,0.0093,99.813
26B0314203,0.0017,0.07,0.071,0.0004,,0.005,,0.0009,,0.0107,0.0028,0.0048,0.0034,0.01,0.0093,99.813
26C0282213,0.0015,0.072,0.072,0.0005,,0.0071,,0.0008,,0.0109,0.0024,0.0036,0.0024,0.01,0.0077,99.811
26C0282214,0.0015,0.072,0.072,0.0005,,0.0071,,0.0008,,0.0109,0.0024,0.0036,0.0024,0.01,0.0077,99.811
26C0282215,0.0015,0.072,0.072,0.0005,,0.0071,,0.0008,,0.0109,0.0024,0.0036,0.0024,0.01,0.0077,99.811
26A0266232,0.0016,0.084,0.073,0.0005,,0.0009,,0.0008,,0.0112,0.0029,0.0036,0.003,0.01,0.0082,99.802
26A0266233,0.0016,0.084,0.073,0.0005,,0.0009,,0.0008,,0.0112,0.0029,0.0036,0.003,0.01,0.0082,99.802
26D0274401,0.0019,0.1,0.071,0.004,,0.0016,,0.0008,,0.0112,0.0027,0.0035,0.003,0.01,0.0087,99.786
26E0319440,0.0016,0.089,0.08,0.0006,,0.0122,,0.0011,,0.0107,0.0028,0.0045,0.0022,0.01,0.0092,99.779
26E0319441,0.0016,0.089,0.08,0.0006,,0.0122,,0.0011,,0.0107,0.0028,0.0045,0.0022,0.01,0.0092,99.779
26E0319442,0.0016,0.089,0.08,0.0006,,0.0122,,0.0011,,0.0107,0.0028,0.0045,0.0022,0.01,0.0092,99.779
26A0266225,0.0016,0.084,0.073,0.0005,,0.0009,,0.0008,,0.0112,0.0029,0.0036,0.003,0.01,0.0082,99.802
26B0300210,0.0019,0.081,0.07,0.0001,,0.011,,0.0011,,0.0108,0.0028,0.0033,0.0027,0.01,0.0091,99.799
26B0300212,0.0019,0.081,0.07,0.0001,,0.011,,0.0011,,0.0108,0.0028,0.0033,0.0027,0.01,0.0091,99.799
26A0269212,0.0015,0.073,0.067,0.0007,,0.0079,,0.0008,,0.0109,0.0029,0.0052,0.0025,0.01,0.0084,99.811
26B0314219,0.0017,0.07,0.071,0.0004,,0.005,,0.0009,,0.0107,0.0028,0.0048,0.0034,0.01,0.0093,99.813
26B0314220,0.0017,0.07,0.071,0.0004,,0.005,,0.0009,,0.0107,0.0028,0.0048,0.0034,0.01,0.0093,99.813
26B0300217,0.0019,0.081,0.07,0.0001,,0.011,,0.0011,,0.0108,0.0028,0.0033,0.0027,0.01,0.0091,99.799
26B0300218,0.0019,0.081,0.07,0.0001,,0.011,,0.0011,,0.0108,0.0028,0.0033,0.0027,0.01,0.0091,99.799
26B0300220,0.0019,0.081,0.07,0.0001,,0.011,,0.0011,,0.0108,0.0028,0.0033,0.0027,0.01,0.0091,99.799
26E0310438,0.0015,0.071,0.066,0.0004,,0.0008,,0.0006,,0.011,0.0027,0.0033,0.003,0.01,0.0076,99.825
26E0328425,0.0016,0.083,0.075,0.0004,,0.0078,,0.001,,0.0109,0.003,0.0035,0.0025,0.01,0.0082,99.795
26E0328426,0.0016,0.083,0.075,0.0004,,0.0078,,0.001,,0.0109,0.003,0.0035,0.0025,0.01,0.0082,99.795
26A0266214,0.0016,0.084,0.073,0.0005,,0.0009,,0.0008,,0.0112,0.0029,0.0036,0.003,0.01,0.0082,99.802
26A0277106,0.0016,0.074,0.076,0.0005,,0.0068,,0.0008,,0.0111,0.0023,0.0038,0.0026,0.01,0.0066,99.806
26A0263210,0.0015,0.06,0.053,0.0008,,0.0009,,0.0009,,0.0109,0.003,0.0045,0.0023,0.01,0.009,99.846
26A0263211,0.0015,0.06,0.053,0.0008,,0.0009,,0.0009,,0.0109,0.003,0.0045,0.0023,0.01,0.009,99.846
26A0277115,0.0016,0.074,0.076,0.0005,,0.0068,,0.0008,,0.0111,0.0023,0.0038,0.0026,0.01,0.0066,99.806
26D0283303,0.0016,0.075,0.073,0.0004,,0.0088,,0.0009,,0.0111,0.0024,0.0041,0.0025,0.01,0.007,99.806
26D0283304,0.0016,0.075,0.073,0.0004,,0.0088,,0.0009,,0.0111,0.0024,0.0041,0.0025,0.01,0.007,99.806
26E0323407,0.0016,0.086,0.076,0.0005,,0.0075,,0.0015,,0.0114,0.0034,0.0044,0.0027,0.01,0.0088,99.788
26E0323408,0.0016,0.086,0.076,0.0005,,0.0075,,0.0015,,0.0114,0.0034,0.0044,0.0027,0.01,0.0088,99.788
26E0323409,0.0016,0.086,0.076,0.0005,,0.0075,,0.0015,,0.0114,0.0034,0.0044,0.0027,0.01,0.0088,99.788
26D0269337,0.0019,0.088,0.069,0.0004,,0.01,,0.0011,,0.0112,0.0026,0.0034,0.0028,0.01,0.0096,99.793
26D0269338,0.0019,0.088,0.069,0.0004,,0.01,,0.0011,,0.0112,0.0026,0.0034,0.0028,0.01,0.0096,99.793
26E0315317,0.0015,0.076,0.068,0.0005,,0.0079,,0.001,,0.0109,0.0026,0.0042,0.0025,0.01,0.0074,99.809
26E0319413,0.0016,0.089,0.08,0.0006,,0.0122,,0.0011,,0.0107,0.0028,0.0045,0.0022,0.01,0.0092,99.779
26E0319414,0.0016,0.089,0.08,0.0006,,0.0122,,0.0011,,0.0107,0.0028,0.0045,0.0022,0.01,0.0092,99.779
26E0319415,0.0016,0.089,0.08,0.0006,,0.0122,,0.0011,,0.0107,0.0028,0.0045,0.0022,0.01,0.0092,99.779
26E0320410,0.0017,0.097,0.075,0.0008,,0.0101,,0.001,,0.0109,0.003,0.006,0.0025,0.01,0.0095,99.774
26E0320411,0.0017,0.097,0.075,0.0008,,0.0101,,0.001,,0.0109,0.003,0.006,0.0025,0.01,0.0095,99.774
26E0320412,0.0017,0.097,0.075,0.0008,,0.0101,,0.001,,0.0109,0.003,0.006,0.0025,0.01,0.0095,99.774
26A0269206,0.0015,0.073,0.067,0.0007,,0.0079,,0.0008,,0.0109,0.0029,0.0052,0.0025,0.01,0.0084,99.811
26A0269207,0.0015,0.073,0.067,0.0007,,0.0079,,0.0008,,0.0109,0.0029,0.0052,0.0025,0.01,0.0084,99.811
26A0269208,0.0015,0.073,0.067,0.0007,,0.0079,,0.0008,,0.0109,0.0029,0.0052,0.0025,0.01,0.0084,99.811
26A0254224,0.0017,0.069,0.067,0.0006,,0.0101,,0.0007,,0.0109,0.0025,0.0046,0.0023,0.01,0.0082,99.815
26A0254225,0.0017,0.069,0.067,0.0006,,0.0101,,0.0007,,0.0109,0.0025,0.0046,0.0023,0.01,0.0082,99.815
26A0254226,0.0017,0.069,0.067,0.0006,,0.0101,,0.0007,,0.0109,0.0025,0.0046,0.0023,0.01,0.0082,99.815
26D0268319,0.0017,0.092,0.09,0.0022,,0.0096,,0.001,,0.0108,0.0028,0.0039,0.0024,0.01,0.0092,99.766
26D0268320,0.0017,0.092,0.09,0.0022,,0.0096,,0.001,,0.0108,0.0028,0.0039,0.0024,0.01,0.0092,99.766
26D0268321,0.0017,0.092,0.09,0.0022,,0.0096,,0.001,,0.0108,0.0028,0.0039,0.0024,0.01,0.0092,99.766
26E0317425,0.0019,0.068,0.065,0.0002,,0.005,,0.0007,,0.0107,0.0024,0.0032,0.0026,0.01,0.0082,99.826
26C0287137,0.0016,0.069,0.072,0.0005,,0.0036,,0.0011,,0.0112,0.0026,0.0045,0.0025,0.01,0.0084,99.815
26B0322127,0.0018,0.083,0.078,0.0005,,0.0133,,0.0011,,0.0107,0.0024,0.0038,0.0031,0.01,0.0083,99.784
26C0288101,0.0015,0.072,0.069,0.0006,,0.007,,0.0008,,0.0112,0.0026,0.0042,0.0025,0.01,0.0081,99.813
26E0328417,0.0016,0.083,0.075,0.0004,,0.0078,,0.001,,0.0109,0.003,0.0035,0.0025,0.01,0.0082,99.795
26E0330428,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0330429,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0332421,0.0016,0.084,0.069,0.0005,,0.0041,,0.0011,,0.011,0.003,0.0035,0.003,0.01,0.0081,99.803
26E0332422,0.0016,0.084,0.069,0.0005,,0.0041,,0.0011,,0.011,0.003,0.0035,0.003,0.01,0.0081,99.803
26E0332423,0.0016,0.084,0.069,0.0005,,0.0041,,0.0011,,0.011,0.003,0.0035,0.003,0.01,0.0081,99.803
26A0280105,0.0018,0.062,0.065,0.0004,,0.0014,,0.001,,0.0108,0.0024,0.0041,0.0035,0.01,0.0103,99.83
26A0280106,0.0018,0.062,0.065,0.0004,,0.0014,,0.001,,0.0108,0.0024,0.0041,0.0035,0.01,0.0103,99.83
26A0280107,0.0018,0.062,0.065,0.0004,,0.0014,,0.001,,0.0108,0.0024,0.0041,0.0035,0.01,0.0103,99.83
26E0330314,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0330401,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0330402,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26D0277409,0.0016,0.084,0.073,0.0004,,0.01,,0.0011,,0.0111,0.0026,0.0043,0.0025,0.01,0.0074,99.795
26D0285451,0.0018,0.064,0.062,0.0004,,0.0047,,0.0008,,0.011,0.0019,0.0033,0.0035,0.01,0.0082,99.83
26D0285450,0.0018,0.064,0.062,0.0004,,0.0047,,0.0008,,0.011,0.0019,0.0033,0.0035,0.01,0.0082,99.83
26B0320105,0.0018,0.081,0.076,0.0004,,0.0044,,0.0009,,0.0109,0.0027,0.0045,0.0031,0.01,0.0095,99.796
26B0320106,0.0018,0.081,0.076,0.0004,,0.0044,,0.0009,,0.0109,0.0027,0.0045,0.0031,0.01,0.0095,99.796
26B0320107,0.0018,0.081,0.076,0.0004,,0.0044,,0.0009,,0.0109,0.0027,0.0045,0.0031,0.01,0.0095,99.796
26E0330403,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0330404,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0330405,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0331404,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26E0331405,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26E0331406,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26D0284421,0.002,0.071,0.065,0.0001,,0.0063,,0.001,,0.0112,0.0024,0.003,0.0026,0.01,0.0079,99.82
26D0284422,0.002,0.071,0.065,0.0001,,0.0063,,0.001,,0.0112,0.0024,0.003,0.0026,0.01,0.0079,99.82
26D0284423,0.002,0.071,0.065,0.0001,,0.0063,,0.001,,0.0112,0.0024,0.003,0.0026,0.01,0.0079,99.82
26C0287135,0.0016,0.069,0.072,0.0005,,0.0036,,0.0011,,0.0112,0.0026,0.0045,0.0025,0.01,0.0084,99.815
26C0287136,0.0016,0.069,0.072,0.0005,,0.0036,,0.0011,,0.0112,0.0026,0.0045,0.0025,0.01,0.0084,99.815
26A0259108,0.0015,0.069,0.056,0.0004,,0.0009,,0.0008,,0.0116,0.003,0.0043,0.0025,0.01,0.0096,99.832
26A0259109,0.0015,0.069,0.056,0.0004,,0.0009,,0.0008,,0.0116,0.003,0.0043,0.0025,0.01,0.0096,99.832
26B0304108,0.0017,0.07,0.063,0.0006,,0.002,,0.0008,,0.0109,0.0028,0.0058,0.0021,0.01,0.0091,99.824
26B0296112,0.0016,0.073,0.077,0.0005,,0.0057,,0.0008,,0.011,0.0024,0.0037,0.0027,0.01,0.008,99.806
26B0296117,0.0016,0.073,0.077,0.0005,,0.0057,,0.0008,,0.011,0.0024,0.0037,0.0027,0.01,0.008,99.806
26B0296118,0.0016,0.073,0.077,0.0005,,0.0057,,0.0008,,0.011,0.0024,0.0037,0.0027,0.01,0.008,99.806
26F0255311,0.0016,0.097,0.08,0.0006,,0.0017,,0.0007,,0.0108,0.0025,0.0042,0.0024,0.01,0.0084,99.783
26F0255312,0.0016,0.097,0.08,0.0006,,0.0017,,0.0007,,0.0108,0.0025,0.0042,0.0024,0.01,0.0084,99.783
26A0249201,0.0015,0.072,0.07,0.0004,,0.0013,,0.0009,,0.011,0.0023,0.0033,0.0025,0.01,0.0074,99.821
26B0307111,0.0016,0.082,0.074,0.0006,,0.0076,,0.0008,,0.0107,0.0026,0.0041,0.0024,0.01,0.0085,99.798
26B0307112,0.0016,0.082,0.074,0.0006,,0.0076,,0.0008,,0.0107,0.0026,0.0041,0.0024,0.01,0.0085,99.798
26C0282202,0.0015,0.072,0.072,0.0005,,0.0071,,0.0008,,0.0109,0.0024,0.0036,0.0024,0.01,0.0077,99.811
26B0304206,0.0017,0.07,0.063,0.0006,,0.002,,0.0008,,0.0109,0.0028,0.0058,0.0021,0.01,0.0091,99.824
26B0304207,0.0017,0.07,0.063,0.0006,,0.002,,0.0008,,0.0109,0.0028,0.0058,0.0021,0.01,0.0091,99.824
26B0304208,0.0017,0.07,0.063,0.0006,,0.002,,0.0008,,0.0109,0.0028,0.0058,0.0021,0.01,0.0091,99.824
26D0273403,0.0016,0.084,0.086,0.0004,,0.0091,,0.0011,,0.0111,0.0029,0.0029,0.0028,0.01,0.0075,99.783
26D0274404,0.0019,0.1,0.071,0.004,,0.0016,,0.0008,,0.0112,0.0027,0.0035,0.003,0.01,0.0087,99.786
26D0274405,0.0019,0.1,0.071,0.004,,0.0016,,0.0008,,0.0112,0.0027,0.0035,0.003,0.01,0.0087,99.786
26C0280107,0.0018,0.072,0.075,0.0008,,0.0099,,0.001,,0.0108,0.003,0.0039,0.0029,0.01,0.0101,99.801
26C0280108,0.0018,0.072,0.075,0.0008,,0.0099,,0.001,,0.0108,0.003,0.0039,0.0029,0.01,0.0101,99.801
26C0280109,0.0018,0.072,0.075,0.0008,,0.0099,,0.001,,0.0108,0.003,0.0039,0.0029,0.01,0.0101,99.801
26B0302209,0.0016,0.088,0.064,0.0006,,0.002,,0.0008,,0.0109,0.0027,0.0047,0.0022,0.01,0.0087,99.808
26B0302210,0.0016,0.088,0.064,0.0006,,0.002,,0.0008,,0.0109,0.0027,0.0047,0.0022,0.01,0.0087,99.808
26B0302211,0.0016,0.088,0.064,0.0006,,0.002,,0.0008,,0.0109,0.0027,0.0047,0.0022,0.01,0.0087,99.808
26B0311203,0.0016,0.084,0.076,0.0008,,0.0143,,0.0012,,0.0108,0.0027,0.005,0.0024,0.01,0.0085,99.786
26B0311208,0.0016,0.084,0.076,0.0008,,0.0143,,0.0012,,0.0108,0.0027,0.005,0.0024,0.01,0.0085,99.786
26B0311209,0.0016,0.084,0.076,0.0008,,0.0143,,0.0012,,0.0108,0.0027,0.005,0.0024,0.01,0.0085,99.786
26B0306119,0.0017,0.076,0.071,0.0006,,0.0098,,0.0011,,0.0112,0.0029,0.0039,0.0032,0.01,0.0104,99.8
26B0306219,0.0017,0.076,0.071,0.0006,,0.0098,,0.0011,,0.0112,0.0029,0.0039,0.0032,0.01,0.0104,99.8
26B0306222,0.0017,0.076,0.071,0.0006,,0.0098,,0.0011,,0.0112,0.0029,0.0039,0.0032,0.01,0.0104,99.8
26E0310437,0.0015,0.071,0.066,0.0004,,0.0008,,0.0006,,0.011,0.0027,0.0033,0.003,0.01,0.0076,99.825
26F0248435,0.0018,0.079,0.064,0.0002,,0.0026,,0.0007,,0.0107,0.0023,0.0036,0.0027,0.01,0.0077,99.818
26E0317426,0.0019,0.068,0.065,0.0002,,0.005,,0.0007,,0.0107,0.0024,0.0032,0.0026,0.01,0.0082,99.826
26E0317427,0.0019,0.068,0.065,0.0002,,0.005,,0.0007,,0.0107,0.0024,0.0032,0.0026,0.01,0.0082,99.826
26B0316221,0.0016,0.066,0.062,0.0006,,0.0024,,0.0009,,0.0108,0.0032,0.0057,0.002,0.01,0.0097,99.829
26D0278305,0.0019,0.07,0.056,0.0002,,0.0015,,0.0014,,0.011,0.0028,0.0047,0.0026,0.01,0.0102,99.83
26D0278306,0.0019,0.07,0.056,0.0002,,0.0015,,0.0014,,0.011,0.0028,0.0047,0.0026,0.01,0.0102,99.83
26E0324418,0.0016,0.07,0.066,0.0004,,0.0011,,0.0008,,0.0111,0.0035,0.0055,0.0026,0.01,0.0092,99.821
26F0256416,0.0024,0.158,0.062,0.0007,,0.0026,,0.0147,,0.0106,0.0049,0.0013,0.0025,0.01,0.0052,99.728
26F0256417,0.0024,0.158,0.062,0.0007,,0.0026,,0.0147,,0.0106,0.0049,0.0013,0.0025,0.01,0.0052,99.728
26B0315108,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26A0260121,0.0016,0.077,0.071,0.0018,,0.0073,,0.0009,,0.0109,0.0029,0.0067,0.0023,0.01,0.0099,99.8
26A0260123,0.0016,0.077,0.071,0.0018,,0.0073,,0.0009,,0.0109,0.0029,0.0067,0.0023,0.01,0.0099,99.8
26B0315215,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26D0276404,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26D0276405,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26D0276412,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26D0269301,0.0019,0.088,0.069,0.0004,,0.01,,0.0011,,0.0112,0.0026,0.0034,0.0028,0.01,0.0096,99.793
26D0275412,0.0016,0.096,0.071,0.0038,,0.0031,,0.0008,,0.0108,0.0028,0.0058,0.0025,0.01,0.0088,99.785
26D0277314,0.0016,0.084,0.073,0.0004,,0.01,,0.0011,,0.0111,0.0026,0.0043,0.0025,0.01,0.0074,99.795
26E0314334,0.0016,0.073,0.073,0.0007,,0.0085,,0.001,,0.0111,0.0031,0.0063,0.0024,0.01,0.0101,99.802
26E0314335,0.0016,0.073,0.073,0.0007,,0.0085,,0.001,,0.0111,0.0031,0.0063,0.0024,0.01,0.0101,99.802
